-1.520522527866422058e+00 -8.773716077148489001e-01 -6.211739855179349012e-01
-1.140602254409347927e+00 -8.777905139679786917e-01 -6.210536432929238959e-01
-7.600868982728649081e-01 -8.776996061849544617e-01 -6.200639425183203102e-01
-3.798014968062946028e-01 -8.778537003775358505e-01 -6.207627946500338112e-01
5.435279749598042167e-04 -8.775774329953892616e-01 -6.212059298724122991e-01
-1.329824305499031079e+00 -5.483796634986849439e-01 -6.203291832339696832e-01
-9.509874995671208087e-01 -5.486259137719002865e-01 -6.208174665830186179e-01
-5.704876472966126100e-01 -5.487549706150566253e-01 -6.201393556502803328e-01
-1.902801207341091871e-01 -5.481849576379320688e-01 -6.206776008599562688e-01
1.905864925211629979e-01 -5.479481003361170721e-01 -6.210136509776573721e-01
-1.140127020887683473e+00 -2.199970149174606815e-01 -6.212737089478840291e-01
-7.594091678076231311e-01 -2.197026399816234266e-01 -6.202585612190696374e-01
-3.794728096100328241e-01 -2.189256743227991631e-01 -6.208441500958093995e-01
-4.844232695454769692e-04 -2.198086345573234679e-01 -6.210831953923457993e-01
3.805298421197128578e-01 -2.195753342249885387e-01 -6.203827562864068224e-01
-9.496749506340836922e-01 1.092513658036474850e-01 -6.203764783942915528e-01
-5.695339219450341606e-01 1.091266198467708559e-01 -6.197417035436088018e-01
-1.894196128826588221e-01 1.099582592448116736e-01 -6.200907873047629693e-01
1.898384183077861109e-01 1.094295623327427441e-01 -6.200948079260099055e-01
5.698160464089196964e-01 1.105385683194139018e-01 -6.207733572571846326e-01
-7.597550420712163577e-01 4.390032483167431998e-01 -6.199968605428752833e-01
-3.794884607930634202e-01 4.384004095892333752e-01 -6.209091132541578739e-01
-5.839599557074936099e-04 4.379346652755468638e-01 -6.209451584212782871e-01
3.802385907290039557e-01 4.390966060692363393e-01 -6.208442736486133873e-01
7.601005126311304316e-01 4.382545108473344664e-01 -6.209752478497941874e-01
-1.330237937167258355e+00 -7.682566757418434200e-01 -3.099722334070861285e-01
-9.503491361727002262e-01 -7.682681649235419963e-01 -3.104948613297339177e-01
-5.697137267919758497e-01 -7.676842032268548222e-01 -3.097498729073563384e-01
-1.904191616436126666e-01 -7.676282725503607018e-01 -3.103786294182446781e-01
1.890836036185613578e-01 -7.673723983293189166e-01 -3.100674409470625670e-01
-1.140276296657076527e+00 -4.395746379426960226e-01 -3.101508309734837820e-01
-7.602630023041340168e-01 -4.385331558918493799e-01 -3.099398520249531663e-01
-3.802180479885418074e-01 -4.390606569858663266e-01 -3.105452211863133360e-01
-2.358995124274237618e-04 -4.375951406932047649e-01 -3.100607321416263829e-01
3.804663783314298220e-01 -4.391836481853467755e-01 -3.105297754002981914e-01
-9.502378663210743204e-01 -1.099308840571573131e-01 -3.098176558989123031e-01
-5.697666278662385508e-01 -1.093543152575701810e-01 -3.108571034027699520e-01
-1.901791890124371609e-01 -1.091640745003783497e-01 -3.100105321554125215e-01
1.894518799186761526e-01 -1.102415683996792739e-01 -3.108745206876730727e-01
5.706721171320728869e-01 -1.089239019854925106e-01 -3.105659759890421201e-01
-7.603592491489019611e-01 2.193018057781670471e-01 -3.099295976487698168e-01
-3.796237999552322107e-01 2.189130719218293775e-01 -3.104023236986193091e-01
-1.725877152246476070e-04 2.190964583922963838e-01 -3.098637269917947634e-01
